 -1.548866E-06 -2.423696E-06 -3.774758E-14  2.423696E-06  1.548866E-06 -1.728712E-06 -2.047155E-06 -2.207207E-06  1.624009E-06  3.683297E-06  3.813767E-06 -4.722279E-09 -1.202355E-08 -1.820183E-08 -2.289194E-08 -2.603083E-08 -2.777566E-08 -2.839270E-08 -2.816880E-08 -2.736056E-08 -2.617473E-08 -2.476701E-08 -2.324912E-08 -2.169827E-08 -2.020089E-08 -1.893857E-08 -1.807228E-08 -1.760756E-08 -1.746742E-08 -1.760344E-08 -1.800076E-08 -1.861612E-08 -1.941874E-08 -2.041215E-08 -2.157405E-08 -2.288417E-08 -2.435924E-08 -2.599623E-08 -2.774465E-08 -2.948565E-08 -3.109626E-08 -3.251881E-08 -3.374118E-08 -3.477959E-08 -3.563049E-08 -3.626964E-08 -3.665946E-08 -3.676906E-08 -3.657468E-08 -3.603908E-08 -3.513248E-08 -3.384010E-08 -3.213661E-08 -3.000474E-08 -2.745586E-08 -2.451817E-08 -2.122576E-08 -1.756861E-08 -1.351942E-08 -9.109281E-09 -4.405809E-09  5.038034E-10  5.533848E-09  1.065833E-08  1.588585E-08  2.112987E-08  2.617177E-08  3.077045E-08  3.471894E-08  3.786908E-08  4.014640E-08  4.155097E-08  4.214300E-08  4.202303E-08  4.131342E-08  4.014075E-08  3.864066E-08  3.699338E-08  3.534906E-08  3.374605E-08
  3.216827E-08  3.062672E-08  2.912108E-08  2.764068E-08  2.620068E-08  2.479726E-08  2.343534E-08  2.213559E-08  2.093232E-08  1.989583E-08  1.905563E-08  1.840333E-08  1.797817E-08  1.782081E-08  1.794246E-08  1.839746E-08  1.926296E-08  2.053047E-08  2.203386E-08  2.358271E-08  2.508433E-08  2.645487E-08  2.757384E-08  2.827494E-08  2.834007E-08  2.750355E-08  2.547738E-08  2.201016E-08  1.698297E-08  1.051967E-08  3.053031E-09 -2.372978E-08 -2.501708E-08 -2.621740E-08 -2.731255E-08 -2.828054E-08 -2.910130E-08 -2.975086E-08 -3.020844E-08 -3.044918E-08 -3.045271E-08 -3.019521E-08 -2.965915E-08 -2.882541E-08 -2.768178E-08 -2.621657E-08 -2.442787E-08 -2.231749E-08 -1.989232E-08 -1.717104E-08 -1.417930E-08 -1.095992E-08 -7.554489E-09 -3.986918E-09 -2.778037E-10  3.550604E-09  7.471971E-09  1.145776E-08  1.546116E-08  1.936977E-08  2.301695E-08  2.625075E-08  2.895042E-08  3.103959E-08  3.248937E-08  3.331561E-08  3.356896E-08  3.332287E-08  3.268620E-08  3.184055E-08  3.089934E-08  2.989316E-08  2.883189E-08  2.772635E-08  2.658623E-08  2.541907E-08  2.423381E-08  2.303706E-08  2.183705E-08  2.064038E-08
  1.945500E-08  1.829519E-08  1.721248E-08  1.626363E-08  1.547216E-08  1.485233E-08  1.442679E-08  1.421914E-08  1.426418E-08  1.460041E-08  1.528261E-08  1.633313E-08  1.760565E-08  1.890380E-08  2.013211E-08  2.120116E-08  2.198554E-08  2.231781E-08  2.198911E-08  2.076432E-08  1.842186E-08  1.482391E-08  1.000585E-08  4.245077E-09 -1.947043E-09 -7.938925E-09 -1.315579E-08 -1.722616E-08 -2.002928E-08 -2.164875E-08 -2.228457E-08 -2.217308E-08 -2.153583E-08 -2.055639E-08 -1.937541E-08 -1.809487E-08 -1.678557E-08 -1.558996E-08 -1.469835E-08 -1.418806E-08 -1.399977E-08 -1.409132E-08 -1.442695E-08 -1.496879E-08 -1.570141E-08 -1.659336E-08 -1.761056E-08 -1.870808E-08 -1.987645E-08 -2.111422E-08 -2.240654E-08  4.881248E-08  4.937061E-08
 -2.229091E-06 -5.294854E-06  9.059420E-14  5.294854E-06  2.229091E-06 -1.727240E-06 -1.518220E-06 -1.333830E-06  9.463083E-07  2.733669E-06  3.718389E-06 -9.950701E-08 -1.745020E-07 -1.688320E-07 -1.437482E-07 -1.196060E-07 -9.981191E-08 -8.403386E-08 -7.141421E-08 -6.120361E-08 -5.283610E-08 -4.589700E-08 -4.008175E-08 -3.516421E-08 -3.100713E-08 -2.762291E-08 -2.504616E-08 -2.318434E-08 -2.187620E-08 -2.100587E-08 -2.050454E-08 -2.028386E-08 -2.027998E-08 -2.047021E-08 -2.080907E-08 -2.125855E-08 -2.181923E-08 -2.247058E-08 -2.314489E-08 -2.371791E-08 -2.409028E-08 -2.424409E-08 -2.420266E-08 -2.400410E-08 -2.366600E-08 -2.319115E-08 -2.257590E-08 -2.182225E-08 -2.093624E-08 -1.991761E-08 -1.877013E-08 -1.750289E-08 -1.611942E-08 -1.462516E-08 -1.303314E-08 -1.135824E-08 -9.613458E-09 -7.795331E-09 -5.894358E-09 -3.916781E-09 -1.875912E-09  2.123592E-10  2.332422E-09  4.484175E-09  6.685080E-09  8.940607E-09  1.121748E-08  1.346197E-08  1.561686E-08  1.762554E-08  1.943596E-08  2.100465E-08  2.229909E-08  2.329900E-08  2.399742E-08  2.439955E-08  2.453256E-08  2.448032E-08  2.434077E-08  2.415003E-08
  2.390364E-08  2.361653E-08  2.329523E-08  2.293522E-08  2.255451E-08  2.215449E-08  2.174358E-08  2.134717E-08  2.100802E-08  2.081332E-08  2.081767E-08  2.103961E-08  2.155376E-08  2.244836E-08  2.379102E-08  2.570788E-08  2.836595E-08  3.186118E-08  3.616190E-08  4.125767E-08  4.729474E-08  5.451396E-08  6.324073E-08  7.391885E-08  8.715233E-08  1.037282E-07  1.244825E-07  1.493825E-07  1.730669E-07  1.679006E-07  6.730298E-08 -1.964386E-08 -2.002252E-08 -2.028676E-08 -2.043375E-08 -2.045933E-08 -2.036236E-08 -2.014028E-08 -1.979386E-08 -1.932222E-08 -1.872776E-08 -1.801135E-08 -1.717714E-08 -1.622807E-08 -1.516964E-08 -1.400646E-08 -1.274581E-08 -1.139461E-08 -9.959879E-09 -8.450756E-09 -6.876622E-09 -5.250345E-09 -3.582297E-09 -1.875345E-09 -1.305422E-10  1.651780E-09  3.470735E-09  5.326185E-09  7.216351E-09  9.122192E-09  1.100196E-08  1.280812E-08  1.449353E-08  1.601498E-08  1.733571E-08  1.842807E-08  1.927466E-08  1.986873E-08  2.022838E-08  2.043177E-08  2.053870E-08  2.056623E-08  2.051970E-08  2.040523E-08  2.022911E-08  1.999604E-08  1.971256E-08  1.938338E-08  1.901523E-08  1.861354E-08
  1.818576E-08  1.774602E-08  1.734999E-08  1.706769E-08  1.694205E-08  1.701087E-08  1.732817E-08  1.795830E-08  1.899084E-08  2.053587E-08  2.274184E-08  2.574553E-08  2.952249E-08  3.402142E-08  3.935098E-08  4.569167E-08  5.325764E-08  6.227818E-08  7.292017E-08  8.502671E-08  9.732005E-08  1.051904E-07  9.628398E-08  5.142647E-08 -2.461151E-08 -8.452680E-08 -1.048278E-07 -1.012199E-07 -8.974052E-08 -7.730638E-08 -6.606478E-08 -5.644895E-08 -4.836521E-08 -4.159295E-08 -3.590830E-08 -3.111765E-08 -2.706208E-08 -2.371811E-08 -2.115069E-08 -1.932645E-08 -1.808198E-08 -1.729645E-08 -1.687130E-08 -1.672162E-08 -1.679692E-08 -1.703817E-08 -1.739070E-08 -1.779666E-08 -1.823888E-08 -1.870887E-08 -1.918615E-08  2.811188E-08  2.837548E-08
 -9.824560E-07 -1.801405E-06 -3.312154E-06  2.142185E-06  2.235217E-06 -1.089411E-06 -1.439306E-06 -2.410125E-06  5.295005E-07  5.184143E-06  6.256254E-06 -2.840568E-08 -2.808484E-08 -2.721204E-08 -2.598660E-08 -2.455748E-08 -2.303095E-08 -2.148007E-08 -1.995329E-08 -1.848137E-08 -1.708274E-08 -1.576737E-08 -1.453941E-08 -1.339923E-08 -1.236324E-08 -1.150888E-08 -1.091370E-08 -1.057672E-08 -1.045167E-08 -1.050792E-08 -1.073427E-08 -1.110425E-08 -1.159906E-08 -1.221945E-08 -1.295215E-08 -1.378514E-08 -1.472609E-08 -1.577189E-08 -1.689728E-08 -1.804882E-08 -1.917434E-08 -2.025304E-08 -2.128509E-08 -2.228413E-08 -2.325485E-08 -2.419219E-08 -2.508440E-08 -2.592205E-08 -2.669835E-08 -2.739790E-08 -2.800610E-08 -2.851343E-08 -2.889979E-08 -2.914259E-08 -2.923182E-08 -2.916824E-08 -2.896237E-08 -2.858362E-08 -2.794969E-08 -2.699741E-08 -2.567648E-08 -2.395282E-08 -2.187715E-08 -1.952142E-08 -1.676993E-08 -1.327819E-08 -8.757967E-09 -3.108585E-09  3.658142E-09  1.138716E-08  1.974658E-08  2.823709E-08  3.626035E-08  4.323371E-08  4.871441E-08  5.247908E-08  5.457502E-08  5.539754E-08  5.543229E-08  5.491413E-08
  5.391172E-08  5.254069E-08  5.087398E-08  4.894268E-08  4.683212E-08  4.457316E-08  4.220911E-08  3.981208E-08  3.747274E-08  3.534220E-08  3.347201E-08  3.182953E-08  3.046845E-08  2.943071E-08  2.868621E-08  2.826825E-08  2.822480E-08  2.839988E-08  2.828328E-08  2.729637E-08  2.508028E-08  2.139576E-08  1.615156E-08  9.513197E-09  1.956562E-09 -5.798473E-09 -1.297511E-08 -1.895815E-08 -2.342699E-08 -2.635602E-08 -2.792434E-08 -1.484178E-08 -1.578653E-08 -1.672069E-08 -1.763924E-08 -1.853522E-08 -1.940267E-08 -2.023338E-08 -2.102041E-08 -2.175397E-08 -2.242569E-08 -2.302382E-08 -2.353819E-08 -2.395523E-08 -2.426225E-08 -2.444278E-08 -2.448204E-08 -2.436227E-08 -2.406215E-08 -2.356242E-08 -2.284214E-08 -2.189815E-08 -2.073621E-08 -1.934221E-08 -1.768947E-08 -1.574454E-08 -1.347014E-08 -1.082000E-08 -7.687993E-09 -3.922116E-09  5.468310E-10  5.656282E-09  1.125731E-08  1.711238E-08  2.291302E-08  2.832101E-08  3.302252E-08  3.678070E-08  3.951214E-08  4.140735E-08  4.267044E-08  4.339196E-08  4.362759E-08  4.343234E-08  4.285997E-08  4.195601E-08  4.076882E-08  3.933819E-08  3.770656E-08  3.590982E-08
  3.398560E-08  3.198130E-08  3.001442E-08  2.820193E-08  2.658585E-08  2.518327E-08  2.401927E-08  2.311024E-08  2.247886E-08  2.213524E-08  2.209350E-08  2.227405E-08  2.225785E-08  2.153222E-08  1.979968E-08  1.686804E-08  1.267082E-08  7.353556E-09  1.312427E-09 -4.863906E-09 -1.054838E-08 -1.525010E-08 -1.871768E-08 -2.093746E-08 -2.205979E-08 -2.231035E-08 -2.192292E-08 -2.110249E-08 -2.001207E-08 -1.877307E-08 -1.747162E-08 -1.616641E-08 -1.489563E-08 -1.368298E-08 -1.254194E-08 -1.147903E-08 -1.049612E-08 -9.645048E-09 -9.014936E-09 -8.640135E-09 -8.480637E-09 -8.507421E-09 -8.696253E-09 -9.022908E-09 -9.477037E-09 -1.003981E-08 -1.069168E-08 -1.140774E-08 -1.218353E-08 -1.301944E-08 -1.390893E-08  6.395175E-08  6.494491E-08
 -9.771200E-07 -1.157057E-06 -2.287059E-14  1.157057E-06  9.771200E-07 -1.468503E-06 -2.359396E-06 -3.586560E-06  2.828367E-06  4.261768E-06  3.302333E-06 -1.136770E-09 -2.964580E-09 -4.685133E-09 -6.243759E-09 -7.600455E-09 -8.731608E-09 -9.629327E-09 -1.029909E-08 -1.075642E-08 -1.102342E-08 -1.112561E-08 -1.108946E-08 -1.094057E-08 -1.072344E-08 -1.055475E-08 -1.055792E-08 -1.076811E-08 -1.116467E-08 -1.173877E-08 -1.250007E-08 -1.343746E-08 -1.454435E-08 -1.583536E-08 -1.730814E-08 -1.895998E-08 -2.081100E-08 -2.287105E-08 -2.513054E-08 -2.755401E-08 -3.009523E-08 -3.272745E-08 -3.544381E-08 -3.825856E-08 -4.117721E-08 -4.418846E-08 -4.726192E-08 -5.036013E-08 -5.343769E-08 -5.640907E-08 -5.916024E-08 -6.155489E-08 -6.337645E-08 -6.433604E-08 -6.412476E-08 -6.242084E-08 -5.889520E-08 -5.300256E-08 -4.402812E-08 -3.161423E-08 -1.599360E-08  1.895402E-09  2.066016E-08  3.915693E-08  5.627159E-08  7.018797E-08  7.930605E-08  8.346201E-08  8.354638E-08  8.081591E-08  7.642196E-08  7.122357E-08  6.578151E-08  6.042717E-08  5.533964E-08  5.060239E-08  4.625073E-08  4.230860E-08  3.876553E-08  3.556598E-08
